titulo,descricao,ocupacao,tarefa
1221-05 Diretor de produção e operações em empresa agropecuária - Dire­ tor de produção na agropecuária.,"Dirigem as atividades de produção e operação em empresas como representantes dos proprietários ou acionistas ou por conta própria e, para tanto, definem políticas de gestão da empresa; estabelecem planejamento estratégico; avaliam desempenho da produção; traçam estratégias comerciais; administram os recursos da empresa; partici­ pam de negociações e promovem pesquisa e desenvolvimento.",122105,Abstrata
1221-10 Diretor de produção e operações em empresa aquícola,"Dirigem as atividades de produção e operação em empresas como representantes dos proprietários ou acionistas ou por conta própria e, para tanto, definem políticas de gestão da empresa; estabelecem planejamento estratégico; avaliam desempenho da produção; traçam estratégias comerciais; administram os recursos da empresa; partici­ pam de negociações e promovem pesquisa e desenvolvimento.",122110,Abstrata
1221-15 Diretor de produção e operações em empresa florestal - Diretor de  produção em empresa florestal.,"Dirigem as atividades de produção e operação em empresas como representantes dos proprietários ou acionistas ou por conta própria e, para tanto, definem políticas de gestão da empresa; estabelecem planejamento estratégico; avaliam desempenho da produção; traçam estratégias comerciais; administram os recursos da empresa; partici­ pam de negociações e promovem pesquisa e desenvolvimento.",122115,Abstrata
1221-20 diretor de produçãoe operações em empresa pesqueira - Diretor de  produção em empresa pesqueira.,"Dirigem as atividades de produção e operação em empresas como representantes dos proprietários ou acionistas ou por conta própria e, para tanto, definem políticas de gestão da empresa; estabelecem planejamento estratégico; avaliam desempenho da produção; traçam estratégias comerciais; administram os recursos da empresa; partici­ pam de negociações e promovem pesquisa e desenvolvimento.",122120,Abstrata
"1222-05 Diretor de produção e operações da indústria de transformação,  extração mineral e utilidades - Diretor de produção em utilidades; Diretor de pro­ dução na indústria de transformação; Diretor de produção na mineração; Superinten­ dente de operações industriais.",Planejam e administram a produção; atuam na definição do planejamento estratégico; par­ ticipam na definição de políticas de rh; gerenciam logística; asseguram ações de gestão ambiental; gerenciam ações de qualidade; provêm condições de higiene e segurança do trabalho; comunicam-se oralmente e por escrito.,122205,Abstrata
1223-05 Diretor de operações de obras pública e civil - Diretor de contratos  de obras pública e civil; Diretor de obras pública e civil; Diretor de produção de obras  pública e civil; Superintendente de contratos de operações de obras pública e civil.,"Supervisionam contratos de obras, dirigem, como representantes dos proprietários, acio­ nistas ou por conta própria, as atividades de desenvolvimento e operações de negócios de empresas de construção; participam do planejamento estratégico da empresa, planejam atividades técnicas e definem tecnologias de construção; administram recursos humanos, analisam viabilidade técnica e econômica de contratos e empreendimentos e gerenciam atendimento pós-venda.",122305,Abstrata
1224-05 Diretor de operações comerciais (comércio atacadista e varejista),"Estabelecem diretrizes e operações do comércio; coordenam recursos humanos e ad­ ministram recursos materiais e financeiros. Dirigem operações do comércio; participam de atividades de marketing; implantam filiais e representações comerciais; comunicam- se em seminários, palestras, entrevistas e em contatos e negociações comerciais com clientes e distribuidores.",122405,Abstrata
1225-05 Diretor de  produção e operações de alimentação,"Dirigem, no mais alto nível, e como representantes dos proprietários ou acionistas ou por conta própria, as atividades de produção e operação de empresas de prestação de serviços em turismo, alimentação e hotelaria. Definem política e diretrizes; traçam plano operacional; operacionalizam negócios; produzem resultados; coordenam equipes; garantem qualidade de produtos e serviços; analisam mercado e atuam como relações públicas.",122505,Abstrata
1225-10 Diretor de  produção e operações de hotel,"Dirigem, no mais alto nível, e como representantes dos proprietários ou acionistas ou por conta própria, as atividades de produção e operação de empresas de prestação de serviços em turismo, alimentação e hotelaria. Definem política e diretrizes; traçam plano operacional; operacionalizam negócios; produzem resultados; coordenam equipes; garantem qualidade de produtos e serviços; analisam mercado e atuam como relações públicas.",122510,Abstrata
1225-15 Diretor de  produção e operações de turismo,"Dirigem, no mais alto nível, e como representantes dos proprietários ou acionistas ou por conta própria, as atividades de produção e operação de empresas de prestação de serviços em turismo, alimentação e hotelaria. Definem política e diretrizes; traçam plano operacional; operacionalizam negócios; produzem resultados; coordenam equipes; garantem qualidade de produtos e serviços; analisam mercado e atuam como relações públicas.",122515,Abstrata
1226-05 Diretor de operações de correios - Coordenador-geral de operações de  correios; Diretor de correios.,"Viabilizam execução de metas operacionais em empresas de armazenamento, trans­ portes e telecomunicações; organizam operações e controlam a execução de serviços; executam programas e normas; participam do planejamento operacional; coordenam atividades gerenciais e atuam como representantes legais da empresa.",122605,Abstrata
1226-10 Diretor de operações de serviços de armazenamento - Diretor de  gestão portuária; Gerente de terminal em operações de armazenamento.,"Viabilizam execução de metas operacionais em empresas de armazenamento, trans­ portes e telecomunicações; organizam operações e controlam a execução de serviços; executam programas e normas; participam do planejamento operacional; coordenam atividades gerenciais e atuam como representantes legais da empresa.",122610,Abstrata
1226-15 Diretor de operações de serviços de telecomunicações - Diretor de  operações de radiodifusão; Diretor de redes (telecomunicações); Diretor regional (tele­ comunicações).,"Viabilizam execução de metas operacionais em empresas de armazenamento, trans­ portes e telecomunicações; organizam operações e controlam a execução de serviços; executam programas e normas; participam do planejamento operacional; coordenam atividades gerenciais e atuam como representantes legais da empresa.",122615,Abstrata
1226-20 Diretor de operações de serviços de transporte - Diretor de logística  em operações de transportes.,"Viabilizam execução de metas operacionais em empresas de armazenamento, trans­ portes e telecomunicações; organizam operações e controlam a execução de serviços; executam programas e normas; participam do planejamento operacional; coordenam atividades gerenciais e atuam como representantes legais da empresa.",122620,Abstrata
1227-05 Diretor comercial em operações de intermediação financeira - Dire­ tor-adjunto comercial em operações de intermediação financeira; Diretor de plataforma  em operações de intermediação financeira; Diretor regional em operações de interme­ diação financeira.,"Dirigem as atividades de intermediação financeira, aprovando operações, participando dos comitês de decisão, definindo políticas e diretrizes e estabelecendo estratégias operacionais. Desenvolvem produtos e serviços; dirigem equipes; controlam o desen­ volvimento das operações financeiras, assegurando que sejam realizadas dentro das normas ditadas pelos órgãos reguladores, como também pelas políticas de controle interno da instituição; comunicam-se oralmente e por escrito.",122705,Abstrata
1227-10 Diretor de produtos bancários,"Dirigem as atividades de intermediação financeira, aprovando operações, participando dos comitês de decisão, definindo políticas e diretrizes e estabelecendo estratégias operacionais. Desenvolvem produtos e serviços; dirigem equipes; controlam o desen­ volvimento das operações financeiras, assegurando que sejam realizadas dentro das normas ditadas pelos órgãos reguladores, como também pelas políticas de controle interno da instituição; comunicam-se oralmente e por escrito.",122710,Abstrata
